developer,month_year,network,total_commits,dev_classification
bigspider,March_2022,starknet,1,Dev who merged 1 commit
bigspider,March_2023,starknet,0,Dev who was inactive
bigspider,May_2021,starknet,0,Dev who was inactive
bigspider,May_2022,starknet,0,Dev who was inactive
bigspider,May_2023,starknet,0,Dev who was inactive
bigspider,November_2020,starknet,0,Dev who was inactive
bigspider,November_2021,starknet,0,Dev who was inactive
bigspider,November_2022,starknet,0,Dev who was inactive
bigspider,November_2023,starknet,0,Dev who was inactive
bigspider,October_2020,starknet,0,Dev who was inactive
bigspider,October_2021,starknet,0,Dev who was inactive
bigspider,October_2022,starknet,0,Dev who was inactive
bigspider,October_2023,starknet,0,Dev who was inactive
bigspider,September_2021,starknet,0,Dev who was inactive
bigspider,September_2022,starknet,0,Dev who was inactive
bigspider,September_2023,starknet,0,Dev who was inactive
bilgin-kocak,April_2022,starknet,0,Dev who was inactive
bilgin-kocak,April_2023,starknet,0,Dev who was inactive
bilgin-kocak,August_2022,starknet,0,Dev who was inactive
bilgin-kocak,August_2023,starknet,0,Dev who was inactive
bilgin-kocak,December_2022,starknet,0,Dev who was inactive
bilgin-kocak,December_2023,starknet,0,Dev who was inactive
bilgin-kocak,February_2023,starknet,0,Dev who was inactive
bilgin-kocak,February_2024,starknet,0,Dev who was inactive
bilgin-kocak,January_2023,starknet,0,Dev who was inactive
bilgin-kocak,January_2024,starknet,0,Dev who was inactive
bilgin-kocak,July_2022,starknet,0,Dev who was inactive
bilgin-kocak,July_2023,starknet,0,Dev who was inactive
bilgin-kocak,June_2022,starknet,0,Dev who was inactive
bilgin-kocak,June_2023,starknet,0,Dev who was inactive
bilgin-kocak,March_2023,starknet,0,Dev who was inactive
bilgin-kocak,May_2022,starknet,0,Dev who was inactive
bilgin-kocak,May_2023,starknet,0,Dev who was inactive
bilgin-kocak,November_2022,starknet,0,Dev who was inactive
bilgin-kocak,November_2023,starknet,9,Dev who merged between 2 and 9 commits
bilgin-kocak,October_2022,starknet,0,Dev who was inactive
bilgin-kocak,October_2023,starknet,5,Dev who merged between 2 and 9 commits
bilgin-kocak,September_2022,starknet,0,Dev who was inactive
bilgin-kocak,September_2023,starknet,0,Dev who was inactive
bingcicle,April_2023,starknet,0,Dev who was inactive
bingcicle,August_2023,starknet,0,Dev who was inactive
bingcicle,December_2023,starknet,0,Dev who was inactive
bingcicle,February_2023,starknet,0,Dev who was inactive
bingcicle,February_2024,starknet,0,Dev who was inactive
bingcicle,January_2023,starknet,0,Dev who was inactive
bingcicle,January_2024,starknet,0,Dev who was inactive
bingcicle,July_2023,starknet,0,Dev who was inactive
bingcicle,June_2023,starknet,0,Dev who was inactive
bingcicle,March_2023,starknet,0,Dev who was inactive
bingcicle,May_2023,starknet,10,Dev who was inactive
bingcicle,November_2023,starknet,2,Dev who merged between 2 and 9 commits
bingcicle,October_2023,starknet,10,Dev who was inactive
bingcicle,September_2023,starknet,0,Dev who was inactive
binschoolapp,February_2024,starknet,10,Dev who was inactive
binsta,August_2023,starknet,2,Dev who merged between 2 and 9 commits
binsta,December_2023,starknet,0,Dev who was inactive
binsta,February_2024,starknet,0,Dev who was inactive
binsta,January_2024,starknet,0,Dev who was inactive
binsta,July_2023,starknet,0,Dev who was inactive
binsta,November_2023,starknet,0,Dev who was inactive
binsta,October_2023,starknet,0,Dev who was inactive
binsta,September_2023,starknet,0,Dev who was inactive
bipbipbopbop,April_2023,starknet,0,Dev who was inactive
bipbipbopbop,August_2023,starknet,0,Dev who was inactive
bipbipbopbop,December_2022,starknet,0,Dev who was inactive
bipbipbopbop,December_2023,starknet,0,Dev who was inactive
bipbipbopbop,February_2023,starknet,0,Dev who was inactive
bipbipbopbop,February_2024,starknet,0,Dev who was inactive
bipbipbopbop,January_2023,starknet,0,Dev who was inactive
bipbipbopbop,January_2024,starknet,0,Dev who was inactive
bipbipbopbop,July_2023,starknet,0,Dev who was inactive
bipbipbopbop,June_2023,starknet,0,Dev who was inactive
bipbipbopbop,March_2023,starknet,0,Dev who was inactive
bipbipbopbop,May_2023,starknet,0,Dev who was inactive
bipbipbopbop,November_2022,starknet,0,Dev who was inactive
bipbipbopbop,November_2023,starknet,0,Dev who was inactive
bipbipbopbop,October_2022,starknet,36,Dev who merged 10 or more commits
bipbipbopbop,October_2023,starknet,0,Dev who was inactive
bipbipbopbop,September_2022,starknet,3,Dev who merged between 2 and 9 commits
bipbipbopbop,September_2023,starknet,0,Dev who was inactive
bipin-yadav,December_2023,starknet,0,Dev who was inactive
bipin-yadav,February_2024,starknet,0,Dev who was inactive
bipin-yadav,January_2024,starknet,0,Dev who was inactive
bipin-yadav,November_2023,starknet,16,Dev who merged 10 or more commits
birbprophet,April_2022,starknet,0,Dev who was inactive
birbprophet,April_2023,starknet,0,Dev who was inactive
birbprophet,August_2022,starknet,0,Dev who was inactive
birbprophet,August_2023,starknet,0,Dev who was inactive
birbprophet,December_2022,starknet,0,Dev who was inactive
birbprophet,December_2023,starknet,0,Dev who was inactive
birbprophet,February_2022,starknet,4,Dev who merged between 2 and 9 commits
birbprophet,February_2023,starknet,0,Dev who was inactive
birbprophet,February_2024,starknet,0,Dev who was inactive
birbprophet,January_2023,starknet,0,Dev who was inactive
birbprophet,January_2024,starknet,0,Dev who was inactive
birbprophet,July_2022,starknet,0,Dev who was inactive
birbprophet,July_2023,starknet,0,Dev who was inactive
birbprophet,June_2022,starknet,0,Dev who was inactive
birbprophet,June_2023,starknet,0,Dev who was inactive
birbprophet,March_2022,starknet,0,Dev who was inactive
birbprophet,March_2023,starknet,0,Dev who was inactive
birbprophet,May_2022,starknet,0,Dev who was inactive
birbprophet,May_2023,starknet,0,Dev who was inactive
birbprophet,November_2022,starknet,0,Dev who was inactive
birbprophet,November_2023,starknet,0,Dev who was inactive
birbprophet,October_2022,starknet,0,Dev who was inactive
birbprophet,October_2023,starknet,0,Dev who was inactive
birbprophet,September_2022,starknet,0,Dev who was inactive
birbprophet,September_2023,starknet,0,Dev who was inactive
bird123,December_2023,starknet,0,Dev who was inactive
bird123,February_2024,starknet,0,Dev who was inactive
bird123,January_2024,starknet,0,Dev who was inactive
bird123,November_2023,starknet,1,Dev who merged 1 commit
bitnician,April_2022,starknet,1,Dev who merged 1 commit
bitnician,April_2023,starknet,0,Dev who was inactive
bitnician,August_2022,starknet,0,Dev who was inactive
bitnician,August_2023,starknet,0,Dev who was inactive
bitnician,December_2021,starknet,0,Dev who was inactive
bitnician,December_2022,starknet,0,Dev who was inactive
bitnician,December_2023,starknet,0,Dev who was inactive
bitnician,February_2022,starknet,0,Dev who was inactive
bitnician,February_2023,starknet,0,Dev who was inactive
bitnician,February_2024,starknet,0,Dev who was inactive
bitnician,January_2022,starknet,0,Dev who was inactive
bitnician,January_2023,starknet,0,Dev who was inactive
bitnician,January_2024,starknet,0,Dev who was inactive
bitnician,July_2022,starknet,0,Dev who was inactive
bitnician,July_2023,starknet,0,Dev who was inactive
bitnician,June_2022,starknet,0,Dev who was inactive
bitnician,June_2023,starknet,0,Dev who was inactive
bitnician,March_2022,starknet,0,Dev who was inactive
bitnician,March_2023,starknet,0,Dev who was inactive
bitnician,May_2022,starknet,0,Dev who was inactive
bitnician,May_2023,starknet,0,Dev who was inactive
bitnician,November_2021,starknet,0,Dev who was inactive
bitnician,November_2022,starknet,0,Dev who was inactive
bitnician,November_2023,starknet,0,Dev who was inactive
bitnician,October_2022,starknet,0,Dev who was inactive
bitnician,October_2023,starknet,0,Dev who was inactive
bitnician,September_2022,starknet,0,Dev who was inactive
bitnician,September_2023,starknet,0,Dev who was inactive
bitpactum,April_2022,starknet,0,Dev who was inactive
bitpactum,April_2023,starknet,0,Dev who was inactive
bitpactum,August_2022,starknet,0,Dev who was inactive
bitpactum,August_2023,starknet,0,Dev who was inactive
bitpactum,December_2021,starknet,1,Dev who merged 1 commit
bitpactum,December_2022,starknet,0,Dev who was inactive
bitpactum,December_2023,starknet,0,Dev who was inactive
bitpactum,February_2022,starknet,0,Dev who was inactive
bitpactum,February_2023,starknet,0,Dev who was inactive
bitpactum,February_2024,starknet,0,Dev who was inactive
bitpactum,January_2022,starknet,0,Dev who was inactive
bitpactum,January_2023,starknet,0,Dev who was inactive
bitpactum,January_2024,starknet,0,Dev who was inactive
bitpactum,July_2022,starknet,0,Dev who was inactive
bitpactum,July_2023,starknet,0,Dev who was inactive
bitpactum,June_2022,starknet,0,Dev who was inactive
bitpactum,June_2023,starknet,0,Dev who was inactive
bitpactum,March_2022,starknet,3,Dev who merged between 2 and 9 commits
bitpactum,March_2023,starknet,1,Dev who merged 1 commit
bitpactum,May_2022,starknet,0,Dev who was inactive
bitpactum,May_2023,starknet,0,Dev who was inactive
bitpactum,November_2022,starknet,0,Dev who was inactive
bitpactum,November_2023,starknet,0,Dev who was inactive
bitpactum,October_2022,starknet,1,Dev who merged 1 commit
bitpactum,October_2023,starknet,0,Dev who was inactive
bitpactum,September_2022,starknet,0,Dev who was inactive
bitpactum,September_2023,starknet,0,Dev who was inactive
bityoume,December_2023,starknet,7,Dev who merged between 2 and 9 commits
bityoume,February_2024,starknet,0,Dev who was inactive
bityoume,January_2024,starknet,0,Dev who was inactive
bityoume,November_2023,starknet,0,Dev who was inactive
blablalf,April_2022,starknet,0,Dev who was inactive
blablalf,April_2023,starknet,16,Dev who merged 10 or more commits
blablalf,August_2022,starknet,0,Dev who was inactive
blablalf,August_2023,starknet,0,Dev who was inactive
blablalf,December_2021,starknet,0,Dev who was inactive
blablalf,December_2022,starknet,0,Dev who was inactive
blablalf,December_2023,starknet,0,Dev who was inactive
blablalf,February_2022,starknet,0,Dev who was inactive
blablalf,February_2023,starknet,0,Dev who was inactive
blablalf,February_2024,starknet,0,Dev who was inactive
blablalf,January_2022,starknet,0,Dev who was inactive
blablalf,January_2023,starknet,0,Dev who was inactive
blablalf,January_2024,starknet,0,Dev who was inactive
blablalf,July_2022,starknet,0,Dev who was inactive
blablalf,July_2023,starknet,0,Dev who was inactive
blablalf,June_2022,starknet,0,Dev who was inactive
blablalf,June_2023,starknet,0,Dev who was inactive
blablalf,March_2022,starknet,0,Dev who was inactive
blablalf,March_2023,starknet,0,Dev who was inactive
blablalf,May_2022,starknet,0,Dev who was inactive
blablalf,May_2023,starknet,2,Dev who merged between 2 and 9 commits
blablalf,November_2022,starknet,0,Dev who was inactive
blablalf,November_2023,starknet,0,Dev who was inactive
blablalf,October_2022,starknet,0,Dev who was inactive
blablalf,October_2023,starknet,0,Dev who was inactive
blablalf,September_2022,starknet,0,Dev who was inactive
blablalf,September_2023,starknet,0,Dev who was inactive
blamebeatz,December_2023,starknet,0,Dev who was inactive
blamebeatz,February_2024,starknet,0,Dev who was inactive
blamebeatz,January_2024,starknet,0,Dev who was inactive
blamebeatz,November_2023,starknet,1,Dev who merged 1 commit
blendedw,December_2023,starknet,0,Dev who was inactive
blendedw,February_2024,starknet,2,Dev who merged between 2 and 9 commits
blendedw,January_2024,starknet,0,Dev who was inactive
blendedw,November_2023,starknet,0,Dev who was inactive
blendedw,October_2023,starknet,0,Dev who was inactive
bllu404,April_2023,starknet,3,Dev who merged between 2 and 9 commits
bllu404,August_2022,starknet,1,Dev who merged 1 commit
bllu404,August_2023,starknet,0,Dev who was inactive
bllu404,December_2022,starknet,0,Dev who was inactive
bllu404,December_2023,starknet,0,Dev who was inactive
bllu404,February_2023,starknet,0,Dev who was inactive
bllu404,February_2024,starknet,0,Dev who was inactive
bllu404,January_2023,starknet,0,Dev who was inactive
bllu404,January_2024,starknet,0,Dev who was inactive
bllu404,July_2022,starknet,0,Dev who was inactive
bllu404,July_2023,starknet,0,Dev who was inactive
bllu404,June_2022,starknet,0,Dev who was inactive
bllu404,June_2023,starknet,0,Dev who was inactive
bllu404,March_2023,starknet,0,Dev who was inactive
bllu404,May_2022,starknet,0,Dev who was inactive
bllu404,May_2023,starknet,0,Dev who was inactive
bllu404,November_2022,starknet,0,Dev who was inactive
bllu404,November_2023,starknet,4,Dev who merged between 2 and 9 commits
bllu404,October_2022,starknet,1,Dev who merged 1 commit
bllu404,October_2023,starknet,0,Dev who was inactive
bllu404,September_2022,starknet,0,Dev who was inactive
bllu404,September_2023,starknet,0,Dev who was inactive
bluecco,April_2022,starknet,0,Dev who was inactive
bluecco,April_2023,starknet,0,Dev who was inactive
bluecco,August_2022,starknet,0,Dev who was inactive
bluecco,August_2023,starknet,0,Dev who was inactive
bluecco,December_2021,starknet,0,Dev who was inactive
bluecco,December_2022,starknet,29,Dev who merged 10 or more commits
bluecco,December_2023,starknet,14,Dev who merged 10 or more commits
bluecco,February_2022,starknet,0,Dev who was inactive
bluecco,February_2023,starknet,6,Dev who merged between 2 and 9 commits
bluecco,February_2024,starknet,5,Dev who merged between 2 and 9 commits
bluecco,January_2022,starknet,0,Dev who was inactive
bluecco,January_2023,starknet,40,Dev who merged 10 or more commits
bluecco,January_2024,starknet,8,Dev who merged between 2 and 9 commits
bluecco,July_2022,starknet,0,Dev who was inactive
bluecco,July_2023,starknet,0,Dev who was inactive
bluecco,June_2022,starknet,0,Dev who was inactive
bluecco,June_2023,starknet,0,Dev who was inactive
bluecco,March_2022,starknet,0,Dev who was inactive
bluecco,March_2023,starknet,0,Dev who was inactive
bluecco,May_2022,starknet,0,Dev who was inactive
bluecco,May_2023,starknet,0,Dev who was inactive
bluecco,November_2021,starknet,0,Dev who was inactive
bluecco,November_2022,starknet,125,Dev who merged 10 or more commits
bluecco,November_2023,starknet,9,Dev who merged between 2 and 9 commits
bluecco,October_2022,starknet,10,Dev who was inactive
bluecco,October_2023,starknet,22,Dev who merged 10 or more commits
bluecco,September_2022,starknet,0,Dev who was inactive
bluecco,September_2023,starknet,0,Dev who was inactive
bochyyy,December_2023,starknet,0,Dev who was inactive
bochyyy,February_2024,starknet,0,Dev who was inactive
bochyyy,January_2024,starknet,0,Dev who was inactive
bochyyy,November_2023,starknet,16,Dev who merged 10 or more commits
bolekk,April_2022,starknet,0,Dev who was inactive
bolekk,April_2023,starknet,0,Dev who was inactive
bolekk,August_2022,starknet,0,Dev who was inactive
bolekk,August_2023,starknet,0,Dev who was inactive
bolekk,December_2022,starknet,0,Dev who was inactive
bolekk,December_2023,starknet,0,Dev who was inactive
bolekk,February_2023,starknet,0,Dev who was inactive
bolekk,February_2024,starknet,0,Dev who was inactive
bolekk,January_2023,starknet,0,Dev who was inactive
bolekk,January_2024,starknet,0,Dev who was inactive
bolekk,July_2022,starknet,0,Dev who was inactive
bolekk,July_2023,starknet,1,Dev who merged 1 commit
bolekk,June_2022,starknet,0,Dev who was inactive
bolekk,June_2023,starknet,0,Dev who was inactive
bolekk,March_2023,starknet,0,Dev who was inactive
bolekk,May_2022,starknet,0,Dev who was inactive
bolekk,May_2023,starknet,0,Dev who was inactive
bolekk,November_2022,starknet,0,Dev who was inactive
bolekk,November_2023,starknet,0,Dev who was inactive
bolekk,October_2022,starknet,0,Dev who was inactive
bolekk,October_2023,starknet,0,Dev who was inactive
bolekk,September_2022,starknet,0,Dev who was inactive
bolekk,September_2023,starknet,0,Dev who was inactive
bomba61679,December_2023,starknet,4,Dev who merged between 2 and 9 commits
bomba61679,February_2024,starknet,0,Dev who was inactive
bomba61679,January_2024,starknet,0,Dev who was inactive
bomba61679,November_2023,starknet,26,Dev who merged 10 or more commits
bombermine3,February_2024,starknet,5,Dev who merged between 2 and 9 commits
bonedaddy,April_2022,starknet,2,Dev who merged between 2 and 9 commits
bonedaddy,April_2023,starknet,0,Dev who was inactive
bonedaddy,August_2022,starknet,0,Dev who was inactive
bonedaddy,August_2023,starknet,0,Dev who was inactive
bonedaddy,December_2022,starknet,0,Dev who was inactive
bonedaddy,December_2023,starknet,0,Dev who was inactive
bonedaddy,February_2023,starknet,0,Dev who was inactive
bonedaddy,February_2024,starknet,0,Dev who was inactive
bonedaddy,January_2023,starknet,0,Dev who was inactive
bonedaddy,January_2024,starknet,0,Dev who was inactive
bonedaddy,July_2022,starknet,0,Dev who was inactive
bonedaddy,July_2023,starknet,0,Dev who was inactive
bonedaddy,June_2022,starknet,0,Dev who was inactive
bonedaddy,June_2023,starknet,0,Dev who was inactive
bonedaddy,March_2022,starknet,13,Dev who merged 10 or more commits
bonedaddy,March_2023,starknet,0,Dev who was inactive
bonedaddy,May_2022,starknet,0,Dev who was inactive
bonedaddy,May_2023,starknet,0,Dev who was inactive
bonedaddy,November_2022,starknet,0,Dev who was inactive
bonedaddy,November_2023,starknet,0,Dev who was inactive
bonedaddy,October_2022,starknet,0,Dev who was inactive
bonedaddy,October_2023,starknet,0,Dev who was inactive
bonedaddy,September_2022,starknet,0,Dev who was inactive
bonedaddy,September_2023,starknet,0,Dev who was inactive
bonustrack,April_2022,starknet,6,Dev who merged between 2 and 9 commits
bonustrack,April_2023,starknet,0,Dev who was inactive
bonustrack,August_2022,starknet,0,Dev who was inactive
bonustrack,August_2023,starknet,2,Dev who merged between 2 and 9 commits
bonustrack,December_2021,starknet,0,Dev who was inactive
bonustrack,December_2022,starknet,0,Dev who was inactive
bonustrack,December_2023,starknet,0,Dev who was inactive
bonustrack,February_2022,starknet,5,Dev who merged between 2 and 9 commits
bonustrack,February_2023,starknet,1,Dev who merged 1 commit
bonustrack,February_2024,starknet,0,Dev who was inactive
bonustrack,January_2022,starknet,10,Dev who was inactive
bonustrack,January_2023,starknet,0,Dev who was inactive
bonustrack,January_2024,starknet,0,Dev who was inactive
bonustrack,July_2022,starknet,21,Dev who merged 10 or more commits
bonustrack,July_2023,starknet,0,Dev who was inactive
bonustrack,June_2022,starknet,1,Dev who merged 1 commit
bonustrack,June_2023,starknet,1,Dev who merged 1 commit
bonustrack,March_2022,starknet,28,Dev who merged 10 or more commits
bonustrack,March_2023,starknet,3,Dev who merged between 2 and 9 commits
bonustrack,May_2022,starknet,6,Dev who merged between 2 and 9 commits
bonustrack,May_2023,starknet,2,Dev who merged between 2 and 9 commits
bonustrack,November_2021,starknet,0,Dev who was inactive
bonustrack,November_2022,starknet,1,Dev who merged 1 commit
bonustrack,November_2023,starknet,0,Dev who was inactive
bonustrack,October_2021,starknet,1,Dev who merged 1 commit
bonustrack,October_2022,starknet,0,Dev who was inactive
bonustrack,October_2023,starknet,0,Dev who was inactive
bonustrack,September_2022,starknet,20,Dev who merged 10 or more commits
bonustrack,September_2023,starknet,0,Dev who was inactive
boray,April_2023,starknet,0,Dev who was inactive
boray,August_2022,starknet,0,Dev who was inactive
boray,August_2023,starknet,0,Dev who was inactive
boray,December_2022,starknet,0,Dev who was inactive
boray,December_2023,starknet,0,Dev who was inactive
boray,February_2023,starknet,0,Dev who was inactive
boray,February_2024,starknet,0,Dev who was inactive
boray,January_2023,starknet,0,Dev who was inactive
boray,January_2024,starknet,0,Dev who was inactive
boray,July_2022,starknet,3,Dev who merged between 2 and 9 commits
boray,July_2023,starknet,0,Dev who was inactive
boray,June_2023,starknet,0,Dev who was inactive
boray,March_2023,starknet,0,Dev who was inactive
boray,May_2023,starknet,0,Dev who was inactive
boray,November_2022,starknet,0,Dev who was inactive
boray,November_2023,starknet,0,Dev who was inactive
boray,October_2022,starknet,0,Dev who was inactive
boray,October_2023,starknet,0,Dev who was inactive
boray,September_2022,starknet,0,Dev who was inactive
boray,September_2023,starknet,0,Dev who was inactive
botaohu,August_2023,starknet,5,Dev who merged between 2 and 9 commits
botaohu,December_2023,starknet,0,Dev who was inactive
botaohu,February_2024,starknet,0,Dev who was inactive
botaohu,January_2024,starknet,0,Dev who was inactive
botaohu,November_2023,starknet,0,Dev who was inactive
botaohu,October_2023,starknet,0,Dev who was inactive
botaohu,September_2023,starknet,0,Dev who was inactive
bowbowzai,April_2023,starknet,0,Dev who was inactive
bowbowzai,August_2023,starknet,0,Dev who was inactive
bowbowzai,December_2022,starknet,0,Dev who was inactive
bowbowzai,December_2023,starknet,0,Dev who was inactive
bowbowzai,February_2023,starknet,0,Dev who was inactive
bowbowzai,February_2024,starknet,0,Dev who was inactive
bowbowzai,January_2023,starknet,0,Dev who was inactive
bowbowzai,January_2024,starknet,0,Dev who was inactive
bowbowzai,July_2023,starknet,0,Dev who was inactive
bowbowzai,June_2023,starknet,0,Dev who was inactive
bowbowzai,March_2023,starknet,0,Dev who was inactive
bowbowzai,May_2023,starknet,1,Dev who merged 1 commit
bowbowzai,November_2022,starknet,0,Dev who was inactive
bowbowzai,November_2023,starknet,0,Dev who was inactive
bowbowzai,October_2023,starknet,0,Dev who was inactive
bowbowzai,September_2023,starknet,0,Dev who was inactive
boyuanx,April_2023,starknet,0,Dev who was inactive
boyuanx,August_2022,starknet,0,Dev who was inactive
boyuanx,August_2023,starknet,0,Dev who was inactive
boyuanx,December_2022,starknet,0,Dev who was inactive
boyuanx,December_2023,starknet,13,Dev who merged 10 or more commits
boyuanx,February_2023,starknet,0,Dev who was inactive
boyuanx,February_2024,starknet,30,Dev who merged 10 or more commits
boyuanx,January_2023,starknet,0,Dev who was inactive
boyuanx,January_2024,starknet,4,Dev who merged between 2 and 9 commits
boyuanx,July_2022,starknet,0,Dev who was inactive
boyuanx,July_2023,starknet,0,Dev who was inactive
boyuanx,June_2022,starknet,0,Dev who was inactive
boyuanx,June_2023,starknet,0,Dev who was inactive
boyuanx,March_2023,starknet,0,Dev who was inactive
boyuanx,May_2022,starknet,0,Dev who was inactive
boyuanx,May_2023,starknet,0,Dev who was inactive
boyuanx,November_2022,starknet,0,Dev who was inactive
boyuanx,November_2023,starknet,13,Dev who merged 10 or more commits
boyuanx,October_2022,starknet,0,Dev who was inactive
boyuanx,October_2023,starknet,0,Dev who was inactive
boyuanx,September_2022,starknet,0,Dev who was inactive
boyuanx,September_2023,starknet,0,Dev who was inactive
brano-hozza,April_2020,starknet,0,Dev who was inactive
brano-hozza,April_2021,starknet,0,Dev who was inactive
brano-hozza,April_2022,starknet,0,Dev who was inactive
brano-hozza,April_2023,starknet,0,Dev who was inactive
brano-hozza,August_2019,starknet,0,Dev who was inactive
brano-hozza,August_2020,starknet,0,Dev who was inactive
brano-hozza,August_2021,starknet,0,Dev who was inactive
brano-hozza,August_2022,starknet,0,Dev who was inactive
brano-hozza,August_2023,starknet,0,Dev who was inactive
brano-hozza,December_2019,starknet,0,Dev who was inactive
brano-hozza,December_2020,starknet,0,Dev who was inactive
brano-hozza,December_2021,starknet,0,Dev who was inactive
brano-hozza,December_2022,starknet,0,Dev who was inactive
brano-hozza,December_2023,starknet,0,Dev who was inactive
brano-hozza,February_2020,starknet,0,Dev who was inactive
brano-hozza,February_2021,starknet,0,Dev who was inactive
brano-hozza,February_2022,starknet,0,Dev who was inactive
brano-hozza,February_2023,starknet,0,Dev who was inactive
brano-hozza,February_2024,starknet,0,Dev who was inactive
brano-hozza,January_2020,starknet,0,Dev who was inactive
brano-hozza,January_2021,starknet,0,Dev who was inactive
brano-hozza,January_2022,starknet,0,Dev who was inactive
brano-hozza,January_2023,starknet,0,Dev who was inactive
brano-hozza,January_2024,starknet,10,Dev who was inactive
brano-hozza,July_2020,starknet,0,Dev who was inactive
brano-hozza,July_2021,starknet,0,Dev who was inactive
brano-hozza,July_2022,starknet,0,Dev who was inactive
brano-hozza,July_2023,starknet,1,Dev who merged 1 commit
brano-hozza,June_2020,starknet,0,Dev who was inactive
brano-hozza,June_2021,starknet,0,Dev who was inactive
brano-hozza,June_2022,starknet,0,Dev who was inactive
brano-hozza,June_2023,starknet,0,Dev who was inactive
brano-hozza,March_2020,starknet,0,Dev who was inactive
brano-hozza,March_2021,starknet,0,Dev who was inactive
brano-hozza,March_2022,starknet,0,Dev who was inactive
brano-hozza,March_2023,starknet,0,Dev who was inactive
brano-hozza,May_2020,starknet,0,Dev who was inactive
brano-hozza,May_2021,starknet,0,Dev who was inactive
brano-hozza,May_2022,starknet,0,Dev who was inactive
brano-hozza,May_2023,starknet,5,Dev who merged between 2 and 9 commits
brano-hozza,November_2019,starknet,0,Dev who was inactive
brano-hozza,November_2020,starknet,0,Dev who was inactive
brano-hozza,November_2021,starknet,0,Dev who was inactive
brano-hozza,November_2022,starknet,0,Dev who was inactive
brano-hozza,November_2023,starknet,0,Dev who was inactive
brano-hozza,October_2019,starknet,0,Dev who was inactive
brano-hozza,October_2020,starknet,0,Dev who was inactive
brano-hozza,October_2021,starknet,0,Dev who was inactive
brano-hozza,October_2022,starknet,0,Dev who was inactive
brano-hozza,October_2023,starknet,0,Dev who was inactive
brano-hozza,September_2019,starknet,0,Dev who was inactive
brano-hozza,September_2020,starknet,0,Dev who was inactive
brano-hozza,September_2021,starknet,0,Dev who was inactive
brano-hozza,September_2022,starknet,0,Dev who was inactive
brano-hozza,September_2023,starknet,0,Dev who was inactive
breeze98,April_2023,starknet,0,Dev who was inactive
breeze98,August_2022,starknet,0,Dev who was inactive
breeze98,August_2023,starknet,0,Dev who was inactive
breeze98,December_2022,starknet,0,Dev who was inactive
breeze98,December_2023,starknet,0,Dev who was inactive
breeze98,February_2023,starknet,0,Dev who was inactive
breeze98,February_2024,starknet,1,Dev who merged 1 commit
breeze98,January_2023,starknet,0,Dev who was inactive
breeze98,January_2024,starknet,0,Dev who was inactive
breeze98,July_2022,starknet,0,Dev who was inactive
breeze98,July_2023,starknet,0,Dev who was inactive
breeze98,June_2023,starknet,0,Dev who was inactive
breeze98,March_2023,starknet,0,Dev who was inactive
breeze98,May_2023,starknet,0,Dev who was inactive
breeze98,November_2022,starknet,0,Dev who was inactive
breeze98,November_2023,starknet,0,Dev who was inactive
breeze98,October_2022,starknet,0,Dev who was inactive
breeze98,October_2023,starknet,0,Dev who was inactive
breeze98,September_2022,starknet,7,Dev who merged between 2 and 9 commits
breeze98,September_2023,starknet,0,Dev who was inactive
brendaamareco,December_2023,starknet,152,Dev who merged 10 or more commits
brendaamareco,February_2024,starknet,0,Dev who was inactive
brendaamareco,January_2024,starknet,0,Dev who was inactive
briansinw3b,December_2023,starknet,1,Dev who merged 1 commit
briansinw3b,February_2024,starknet,0,Dev who was inactive
briansinw3b,January_2024,starknet,3,Dev who merged between 2 and 9 commits
briansinw3b,November_2023,starknet,1,Dev who merged 1 commit
briansinw3b,October_2023,starknet,0,Dev who was inactive
briansinw3b,September_2023,starknet,3,Dev who merged between 2 and 9 commits
brolag,February_2024,starknet,2,Dev who merged between 2 and 9 commits
broody,April_2022,starknet,0,Dev who was inactive
broody,April_2023,starknet,10,Dev who was inactive
broody,August_2022,starknet,6,Dev who merged between 2 and 9 commits
broody,August_2023,starknet,18,Dev who merged 10 or more commits
broody,December_2022,starknet,0,Dev who was inactive
broody,December_2023,starknet,24,Dev who merged 10 or more commits
broody,February_2022,starknet,0,Dev who was inactive
broody,February_2023,starknet,0,Dev who was inactive
broody,February_2024,starknet,5,Dev who merged between 2 and 9 commits
broody,January_2022,starknet,0,Dev who was inactive
broody,January_2023,starknet,0,Dev who was inactive
broody,January_2024,starknet,12,Dev who merged 10 or more commits
broody,July_2022,starknet,0,Dev who was inactive
broody,July_2023,starknet,10,Dev who was inactive
broody,June_2022,starknet,0,Dev who was inactive
broody,June_2023,starknet,32,Dev who merged 10 or more commits
broody,March_2022,starknet,0,Dev who was inactive
broody,March_2023,starknet,0,Dev who was inactive
broody,May_2022,starknet,0,Dev who was inactive
broody,May_2023,starknet,36,Dev who merged 10 or more commits
broody,November_2022,starknet,0,Dev who was inactive
broody,November_2023,starknet,24,Dev who merged 10 or more commits
broody,October_2022,starknet,0,Dev who was inactive
broody,October_2023,starknet,58,Dev who merged 10 or more commits
broody,September_2022,starknet,0,Dev who was inactive
broody,September_2023,starknet,18,Dev who merged 10 or more commits
brozorec,April_2022,starknet,7,Dev who merged between 2 and 9 commits
brozorec,April_2023,starknet,0,Dev who was inactive
brozorec,August_2022,starknet,0,Dev who was inactive
brozorec,August_2023,starknet,0,Dev who was inactive
